,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
33440,117545.0,1.97168793406464,-1.1426784972315,-1.61960508452428,-0.906756715503111,-0.442759499716862,-0.778245272594432,-0.244158880812592,-0.327658762463266,-0.527051144493878,0.79556939337713,-0.695508311037798,-0.634008033177059,0.361422381142602,-0.0041833302957117,0.468440896757262,0.937659338700619,0.115425265998441,-1.25501265615695,0.344598640305986,0.275899264524118,0.521594820201562,1.19661145208537,-0.106566172669405,0.673434067976925,0.16395163148478,0.0375949359973383,-0.0624951970012824,-0.0355692165309058,148.83,0
111864,151094.0,2.07389517937518,0.186234911610943,-1.71754893892583,0.402230138055591,0.485332511662981,-0.83725691239861,0.223525631304169,-0.263571331878928,0.41818070021233,-0.394717048520877,-0.52639557413394,0.407142456790381,0.596938423790663,-0.951033007200607,0.152105393313086,0.307829087716538,0.424274048108024,-0.353846579575326,0.0686113375506653,-0.115177438786368,-0.360471485105839,-0.913118365142309,0.324524649081377,0.496418246127155,-0.23429354909744,0.172924146564592,-0.0598648741721354,-0.0293958416010184,4.49,0
79914,66839.0,-0.670492743686258,1.39334775573622,0.932808653550577,0.0988743587855859,-0.284265902643356,-1.03934621502953,0.340874880078295,0.359042336276615,-0.551674368219815,-0.73022737757738,-0.3748088715876,0.0447988247705662,0.113067211539182,-0.101151003108384,0.861853630262403,0.508250709847667,0.179088708292527,-0.0921701922303527,-0.0927048589151287,-0.0076765307435485,-0.224725391642043,-0.705812374536589,0.0341771973654975,0.326261937076214,-0.139046332415696,0.0750276777537828,0.120764288255216,0.0359842400058201,0.99,0
119855,126219.0,-1.14155893716424,1.92765003845063,-3.9053561494007,-0.0739425941379643,-0.0448578188133647,-1.75699895886989,-1.21741649894761,0.364563278725543,-2.77014774706035,-3.21618771830464,1.28674925677162,-3.27270458494442,1.04221562276303,-5.74894325155799,-0.668136526600605,-3.86597568295345,-2.70505213033344,-0.103907181377394,-0.716811424575637,-0.250582939794953,0.102081332026183,-0.531495912348873,-0.328740974448816,0.393099609976725,0.568434632400261,0.786604529169779,-0.146101643769467,0.0762114890570611,25.0,1
8186,26523.0,-18.474867903441,11.5863805198184,-21.4029168131391,6.03851541556808,-14.4511581398683,-4.14652350569915,-14.856123673178,12.4311404723263,-4.05335328722588,-9.04039624894471,5.96620250720685,-8.46396612952571,0.0786921317878341,-9.09253265181295,0.0108220973904713,-7.1863755078292,-13.7974745003699,-4.95849390971089,1.32116655982617,1.5779244011474,1.74113559593371,-1.25113794883836,-0.396219126116475,0.0957055555718895,1.32275094272025,-0.217954564863573,1.62879253147016,0.482248274865402,99.99,1
94936,32617.0,-0.724169486972474,-0.234502599062246,1.49671765496115,-1.44483038238369,-0.702158154981353,-1.26578947796078,0.691121173457858,-0.22326011608712,-1.50195931352072,-0.0741511628340873,-0.429970865487198,-0.297143995466854,0.151448766597411,0.0384966350815067,0.187490577140241,-1.1852606529302,-0.161346575657552,0.736726633999424,-1.34140141680688,-0.204014956494918,-0.379946204552016,-0.983458848498105,0.390071138207811,0.678295101528982,-0.490561248773395,0.610276563907334,-0.0151122570723134,0.133742749585554,119.92,0
100579,118801.0,0.209606501532012,-0.0987249261094628,-1.22718731850556,-2.63693818270328,2.11266540904992,3.54035786998037,-0.711074180842046,0.985674646886365,-0.673962753049841,-0.446294498348656,0.234799723237824,-1.08789923881852,-0.113613452032102,-2.07457282544217,0.318522398056266,1.62610197018098,1.15952083674767,-0.455634259924813,-0.144115283887196,0.0916515545995401,0.31040289550183,0.78111143269846,-0.0865552983458575,0.594503366505052,-0.339263525764834,-0.151385921581888,-0.0362603659976204,0.0256638451193853,19.95,0
101553,154561.0,1.62409857902043,-1.26585533372652,-0.665739642929663,-0.549980796983906,-1.16170416571333,-0.942640109164995,-0.308832210909577,-0.15128647846797,1.55654887905286,-0.487484304844581,-0.633210426000218,0.197936192029805,-0.44012613221556,0.174198838845374,1.30159397792166,0.28593300650589,-0.397839665387379,-0.275591658263568,0.126439680600258,0.219623950159874,-0.0471789381102262,-0.529408484373416,0.236987835660785,-0.0079266850237834,-0.758671319157778,0.316390708655099,-0.0802308765787613,-0.0105096057224058,220.0,0
31268,142420.0,-7.81687631317331e-05,0.852461246371976,0.301967917969191,-0.578938609570902,0.533358441925433,-1.13380870126896,1.0297412509966,-0.245652071570527,-0.155617969135811,-0.429881800044346,-0.810777425560366,0.54549257554294,0.784581732086848,-0.0388486426881806,-0.484072474763743,-0.125558147807356,-0.457531721530401,-0.83483750379702,-0.0829808723305534,0.0318293694590568,-0.246473310353452,-0.515201312122129,0.0753146319227139,0.0346487050437209,-0.457478056644518,0.136676174648589,0.249229018596532,0.100282736573878,5.36,0
110855,100924.0,-23.9847466495794,16.6978316913154,-22.209874815521,9.5849686202149,-16.2304387891461,2.59633265752887,-33.2393281671892,-21.5600394546929,-10.8425258685569,-19.836148851696,3.22323270290842,-10.8951335063028,-1.52345240330584,0.116303256118652,-3.09880532704263,-7.60642457511483,-18.1082610229766,-7.51186615794432,-1.24328515722898,5.80455066066397,-12.6150228644215,5.77408726884239,2.7502214496329,0.513411099654255,-1.60880380395117,-0.459624387540527,-4.62612660780224,-0.334560720645878,1.0,1
13404,133489.0,2.10503340907492,-0.169137936172915,-1.86256047524593,-0.0266850233011738,0.621089253820058,-0.214157474682288,0.106914434056395,-0.15430553438101,0.262429425172488,0.292145620166387,0.240695518108092,0.748354814037653,0.196709202324353,0.426555232277358,-0.682739793996856,0.0318875479785361,-0.736752032329024,0.378952097347086,0.450037646298492,-0.150788862447285,0.337453895275079,1.15951111899658,-0.163286126519741,0.214062586468935,0.422981035675744,0.99450740067334,-0.102781064891631,-0.0888235643329425,2.92,0
137606,41243.0,-10.9407391093978,6.26158585106885,-14.1823387841287,7.18360208606589,-9.95136334372547,-3.86082033664669,-13.5473021949163,7.09647164642187,-6.29402944276594,-13.6081431627279,7.12716532148781,-12.6110036871047,1.21455639781013,-13.9062968240505,1.51406990634864,-11.1257390593549,-19.7162573051191,-7.5527890897252,3.65678707068496,-0.0883420818722748,2.26744826134981,-0.492029167950335,-0.239302865923644,0.454368210214217,-0.101611062526814,0.446996732737119,0.062292646721181,-0.439769899530758,45.49,1
51251,27187.0,-24.5902447690465,14.0445667815106,-26.2787005866145,6.32008926518927,-18.2245126736673,-4.60996782569686,-17.6810033715155,16.2136267471409,-3.79409346877414,-8.37275316035861,4.90168265513877,-6.87283866404082,0.769776762734501,-6.82658448658054,-0.0544341798176028,-6.08495266503583,-12.375270529796,-4.81034474126699,0.936742237936608,1.64920202229571,1.77706277243531,-1.80487368611576,-1.14060456917063,0.152234466415679,1.71599702403257,-0.22047119903665,1.43495058143483,0.422491857762666,99.99,1
132397,25426.0,1.12533553530785,1.13014648418496,-0.962975334759173,2.67568785863118,0.990074518469203,-0.243317741184431,0.316192138064781,0.122960131988498,-1.1433427947576,-0.369908966047961,1.83449419801385,-0.491243315415958,-1.12990700459946,-2.23862224442526,0.27846874170613,1.47792560308038,1.77645429510255,1.14928218583042,-1.30699464468423,-0.138813697509247,-0.166736918429935,-0.52193383894905,-0.112376257435029,-0.592076750460089,0.520791314299405,0.0433535805717847,0.0151590212632604,0.0636117222853327,3.76,1
144063,155554.0,-1.04006722316026,3.10670266443901,-5.40902719870311,3.10990342442989,-0.887237039790953,-2.49752183582566,-2.07334746311485,0.639818099305764,-3.01333057190308,-5.9548382969224,3.58639450927204,-5.51714762692598,0.683652475018798,-8.5604228759795,1.85609491585409,-4.87824808848093,-4.33599801203682,-1.3771910852015,3.0573817418767,1.05439010295385,0.773960867519738,0.214868420362258,-0.184233022038014,-0.284091370881042,0.493466608549931,0.732328821135949,0.675066703315442,0.337076231470716,94.82,1
572,42247.0,-2.52401156950864,2.09815186657166,-4.94607520997003,6.45658840962748,3.17392137712693,-3.05880605463133,-0.184709664717417,-0.390419986932457,-3.64981179874133,-4.07758540918968,4.38921350258246,-5.84955800710779,-0.750964374574877,-11.5838983872121,0.838750052957938,-1.4610292465747,0.635694232941605,0.390150149131876,-1.06302761603247,-0.162797482259592,0.0279349679314103,0.2203664412615,0.976347942245667,-0.290539415419797,1.1610017911475,0.663953624390758,0.456022723280535,-0.405682084802192,1.0,1
36753,36035.0,-1.27019994811176,2.64077825943373,0.433370447901177,3.8802072343014,0.510019560964677,0.395552076957114,0.969572042029679,-0.166274278618685,-0.637052904602529,4.57637172190673,1.55932666759849,-0.537624580333237,-1.19445343481856,0.0996797634379167,0.589087753171655,-0.717574593725221,0.0539109570394494,-0.130744264108152,0.545753980294882,1.1855482243549,-0.0924238339859021,0.659931835215944,0.13962304836315,0.163494813004795,-0.992855032290851,0.174061699309362,0.917885497981347,0.29788210812411,6.42,0
115730,34357.0,1.13271418761333,0.199319983019981,1.30639700748161,2.60758124677805,-0.573080689238842,0.433969609046803,-0.547542351883787,0.191197182336565,0.14259753487925,0.487551842531661,-1.39896104771397,0.0051494933667569,0.131958075162595,-0.441619460688218,-0.266019963907024,0.767343172579532,-0.595600582087656,-0.0360673701497505,-0.659284287318104,-0.118098136776391,-0.11028605357277,-0.192506521177875,-0.0292096174735186,-0.125026336972,0.358700871538312,-0.0136652736875129,0.0396248827941282,0.0331245518179156,14.71,0
62966,162489.0,-0.908325419396409,1.0768284607673,0.287985385085641,-1.7932976736789,2.34182039371689,0.584707180256384,1.9442686911469,-0.18509610261945,-0.548969265401664,-1.20511450839168,-0.320772052976602,0.364595694108016,0.143979002728655,0.171155371018123,-0.329015590611921,-1.49816779906932,0.141445966373897,-2.04877239451716,-2.10540722569607,-0.248141564148869,0.174286384831603,0.778317913896135,-0.685691295059825,-0.289982400988113,1.29344292423681,-0.103242257192599,-0.307105728107568,-0.215915576659121,7.73,0
153883,90676.0,-2.40558049004183,3.73823496480673,-2.31784304058402,1.36744244056479,0.39400112765787,1.91993798476143,-3.10694204753682,-10.7644025337266,3.3535248599039,0.369936028027435,0.382172176843061,-2.26293253493218,1.21060458321664,-1.88061870491121,-0.934160416330735,0.235476804417352,3.32156931100987,1.90627082950488,-0.581355690647057,-2.14087382269319,10.0059980130045,-2.45496409501601,1.68495694696092,0.118263083149952,-1.53138011163519,-0.695307571119466,-0.152501562016877,-0.138866256312262,6.99,1
9776,77436.0,1.19296349837619,0.212978619233582,0.383798249221196,0.639186757623278,-0.523397210468531,-0.892502445453827,-0.0903046746078192,-0.0017584970801679,-0.058367303479155,-0.0798552421642853,1.6081715814818,0.347785173467064,-1.10293469288663,0.162506983186133,0.511627429668621,0.672752716692416,-0.112969627235957,0.278775667439107,0.0218196720965488,-0.148219395253237,-0.234806190638531,-0.780473627781431,0.15416043042323,0.462469836659344,0.116962161328787,0.0681137935156094,-0.0350395705706226,0.0205801821539101,4.49,0
64285,135942.0,1.96006307954111,0.0090099308172493,-1.68122741668992,0.299883704569402,0.268550250726151,-0.783000882570195,0.10180130370828,-0.176196280617852,0.660389549258211,-0.700506223788921,1.07025577388364,1.33997591555512,0.664363803947935,-1.42961528317231,-0.898409016505895,0.229785289277746,0.667830827341927,0.511519368714671,0.521127317188142,-0.0686106711716331,-0.193187624451838,-0.330085710321418,0.105961936237842,-0.42740332179781,-0.0312787837864317,-0.0933783554575713,-0.0094019762707759,-0.0291337337684853,31.0,0
54516,134445.0,1.95862416875526,-0.200981036082553,-0.215038455767919,1.33668209397518,-0.673448953365272,-0.510287607707029,-0.571472639067552,0.0265823250784153,1.08297195927605,0.253722250350674,-1.07838358138149,-0.356724246821067,-1.06000119572784,0.240105440354134,0.950984537395045,0.455197189760147,-0.665916662551868,0.398121656027473,-0.824848966313575,-0.342533121650656,0.213893836143745,0.737327734962895,0.163490680694547,-0.0611385361211835,-0.141867788812265,-0.554094945173011,0.0535126988493521,-0.0337218796163219,1.0,0
123863,169077.0,1.8481638602535,-0.677339124434114,-0.588953461447895,0.115014326020658,0.0547073828471805,1.49171668533961,-1.00256541542978,0.588073968915635,1.3618728945427,-0.10619362959264,0.645104553686541,0.798373988519952,-0.685352282165885,0.197856718476362,0.668869038430306,-0.382088250594451,-0.10734777002433,-0.351049390505788,-0.768409324526707,-0.334393145531925,0.276036231498793,1.08959476923912,0.121924820063271,-1.62728214979484,-0.283552192960745,-0.0985249268226103,0.0818178837076685,-0.0652242489561025,9.99,0
11085,74653.0,-5.09123662587051,1.50188937763031,-2.72810506971102,-0.249657379377517,-2.37168392002855,-1.6783335008217,-1.28668232523958,2.62364954912395,-0.349091128476738,-0.925069656716693,-1.72300216746464,1.12841053021305,0.145711121834178,1.98690404870913,-0.648731871611125,0.781689068015592,0.887583528828306,-0.436463657190481,-0.404515759904888,-0.583999293205924,0.181711659164831,-0.0334515257103341,-0.0362152143384265,0.512925211207925,-0.283950970453602,0.803201124841566,-0.477762447232658,-0.408635662464298,2.0,0
163882,12597.0,-2.58961719821269,7.01671438495857,-13.7054072869097,10.3432280604117,-2.95446103475574,-3.05511578527804,-9.3012886151434,3.34957336071614,-5.65421202641103,-11.853866972601,11.6692047358121,-17.2286622386187,0.0555715664836118,-18.4937733551053,-0.304172113519045,-10.6294973901353,-14.4412111342765,-5.10548646597228,1.2702262705049,1.48885519236896,1.88773772551451,0.333998184533223,0.28765904061745,-1.18640640906644,-0.690272670076388,0.631703772210546,1.93422076005943,0.789687172212655,1.0,1
154057,138469.0,-1.15682161849851,0.969806280658216,0.303488694334393,-1.05269224801238,0.390971636153036,0.251427195142434,0.445470006587546,0.370994361259585,0.471217349395694,-1.10560541033153,0.486561050903136,0.692022234520417,0.378463408925462,-1.46487849974529,-0.843370216670439,0.948639216360316,-0.223424181952463,1.42785332998974,-0.658520908421848,-0.0752225954755812,0.225336738531975,0.898291003194357,-0.291488709589559,0.285821633190837,-0.0467586676766234,-0.369526363683246,-0.0854920848532097,-0.0544436324395169,60.86,0
127239,150580.0,1.9656626943092,-0.453490796443751,-0.551984011692222,0.184236995624131,-0.212025445201577,0.481650569092278,-0.751036529843764,0.207157006706713,1.15690814343386,-0.0254818799945563,0.413855855413606,1.24788007365952,0.589674553027609,-0.129926815914934,-0.152262344296257,0.349653772995854,-0.908505959696832,0.73077097939276,0.164766886521247,-0.141822596618152,0.221060932423894,0.851619610989303,0.0872583046651756,0.257324310059209,-0.0467828219712634,-0.234950279353294,0.0385536239027749,-0.0435746880604353,9.99,0
6724,59777.0,-8.25711081724667,-4.81446073955621,-5.36530689032661,1.20422986423394,-3.3474200965739,-1.33160147516446,-1.96789279857039,1.29543781710486,-1.67441524280437,-3.42605225253339,0.144562690111297,-4.28352931016896,-0.24089504151477,-3.65749040377527,0.923104767832095,0.844221069436753,-3.94831185243281,-1.8075159915996,0.105878827218844,-1.23398725720348,0.436390207477188,-0.077552722802211,-3.09162435615504,-0.390200885685448,-0.288688941339997,-0.340004217403437,0.0398191045440342,-1.00790031022705,319.2,1
140657,49746.0,1.28930395624615,-0.673465137074308,1.11079673577066,-0.59925172301161,-1.43121204665672,-0.43270384255289,-1.03053425822486,0.0063739681558,-0.538956930874611,0.537008604336639,0.323840692966901,-0.0398200108882064,0.990815319163042,-0.548146922592129,1.26027261398331,1.05660550630189,0.410946353566002,-1.50042069354535,-0.267178438111041,0.11656128493556,0.445404001361082,1.28900965868137,-0.0506900208303064,0.464544337503127,0.332280022596014,-0.0432377701777777,0.0575441538647187,0.0290869698564654,22.0,0
113937,93823.0,-3.82193880087939,5.66724730913206,-9.24496345774236,8.24614693395311,-4.36828608664298,-3.45073451820581,-8.42737802930292,2.30560850484611,-5.33807918394682,-12.0111608836062,8.62125508140256,-18.6837146333443,-0.962073428413392,-15.2976561861343,-2.41413212341002,-12.105602245184,-21.3381950868483,-8.04543571561822,0.15601503277122,1.11524688892983,1.99051970513882,0.0833533215963405,-0.0622635530228708,0.390187802079359,0.329883884451897,0.0980170825531413,1.86957016296191,1.00084956292018,75.86,1
153854,53637.0,-3.22501088186217,2.58150015844443,-0.687825283447914,-1.55288780364265,-1.69680264124199,1.65163849178834,-1.14376850250746,-8.4546904378841,0.496924309390047,-0.465086936375708,-1.46129886988169,-0.335951965557849,-1.52342599222184,0.783226603693979,0.438193116342557,1.10839646609511,-0.283984579482715,-0.146856241718161,-0.556324313521209,-1.13168891738584,3.55676654692604,-2.31899845849036,-0.662200893062353,-0.458475247857956,-0.470365952625294,0.740414739047019,1.07424238876188,0.12797703439824,438.01,0
19841,141565.0,0.1149650477972,0.76676154669164,-0.494132199415659,0.116771978233793,0.86816853524791,-0.477982006349535,0.438495665220681,0.0630733402552484,-0.186207089214194,-0.159325098707444,1.20030360709416,0.281744446861465,-0.623844030466212,-0.658246292064356,-0.155888356613225,0.0562273489244218,0.653662125212474,0.33465531172159,1.02892683645358,0.0621985703923592,-0.284412898740297,-0.706865471630836,0.131404855625717,0.600742122018719,-0.604264275304309,0.26293785502267,0.0991446312768992,0.0108097183119463,4.49,1
141955,125348.0,1.61445197395942,-0.874632392114322,-1.15921687531122,0.529490785243774,-0.276331636154446,-0.297591859515929,0.0691610129038092,-0.125855747461403,0.474908897150973,0.157308172003996,0.479660069048796,1.03350155403768,0.367493672405765,0.2802350699723,-0.415843564157336,0.425973955510567,-0.852204922773878,0.259614985189699,0.263389221496024,0.24935027450848,0.115009931288862,-0.0006494674307852,-0.0364879493544054,-0.453472314662567,-0.235205252489587,0.213158577231632,-0.0814715985777995,-0.0312398614914381,214.85,0
9468,21139.0,-7.63478374904186,4.53031000640012,-5.78080185646782,1.58922032102932,-4.79532653661742,-1.81412890155631,-2.70337571112832,4.68710218373452,0.914004514627461,0.39752417363775,-0.816926487106409,-0.587068602278353,2.0531570615451,5.09076628424323,-0.182640001587129,0.803829826269855,2.6186154247716,0.346360173865306,-0.387631402974453,-0.0528519844097325,0.0835578230822038,-0.148198034176567,-0.177754231522588,0.698098293573168,-0.152366763686682,-0.445221854692153,0.165766092439302,-0.044877744306844,89.99,0
